Chr,Strand,Start,Stop,nbexons
chr7,-,77657659,77696265,4
chr7,-,77657659,77696265,3
chr7,-,77657659,77696265,2
chr7,-,77683850,77697345,3
chr7,+,79008987,79012277,3
chr7,-,80371516,80374439,4
chr7,-,81515746,81561819,5
chr7,-,81576385,81626216,9
chr7,-,81576385,81691406,11
chr7,+,82009176,82029955,5
chr7,+,82009176,82029955,4
chr7,+,84532475,84574843,3
chr7,+,84532475,84584318,4
chr7,+,85421121,85489338,4
chr7,-,95404861,95435072,9
chr7,-,87151422,87152317,2
chr7,-,87151422,87152493,2
chr7,-,87196161,87220587,4
chr7,-,87325347,87345492,3
chr7,+,88216659,88219224,2
chr7,-,89882352,90211635,3
chr7,+,90119399,90125600,3
chr7,+,90335222,90344096,6
chr7,+,90396291,90398236,1
chr7,+,92134562,92180725,5
chr7,+,92134562,92180725,3
chr7,-,92412549,92437314,10
chr7,-,107765466,107803233,21
chr7,-,92560757,92590394,11
chr7,-,93482759,93482855,1
chr7,+,93716927,93717005,1
chr7,+,93890893,93893585,2
chr7,-,93962770,94004382,7
chr7,-,93962770,94004382,5
chr7,+,26201210,26213607,6
chr7,+,74209756,74229834,13
chr7,-,96219661,96219756,1
chr7,-,137874978,137932988,12
chr7,+,97963657,97963726,1
chr7,+,97963662,97963721,1
chr7,-,97964404,97964481,1
chr7,+,121873104,122062036,30
chr7,+,98881649,98881729,1
chr7,+,99013164,99036479,6
chr7,+,99273300,99297971,16
chr7,-,99416738,99466201,9
chr7,+,101362819,101559024,13
chr7,+,6637321,6658279,9
chr7,+,99472891,99482325,5
chr7,+,99472891,99482325,4
chr7,+,99472891,99482325,4
chr7,-,99684678,99735200,15
chr7,-,14175980,14841450,24
chr7,-,92198968,92246100,18
chr7,+,107563956,107578523,7
chr7,-,100156604,100156669,1
chr7,-,100320639,100336307,7
chr7,+,100336064,100367831,18
chr7,+,100336064,100367831,17
chr7,+,100356650,100356721,1
chr7,-,75811795,75813715,3
chr7,-,30651942,30682525,12
chr7,+,87934142,88182113,28
chr7,+,64903241,64931577,4
chr7,+,100656560,100666426,3
chr7,+,100733625,100797797,48
chr7,+,100733625,100797797,47
chr7,+,100733625,100797797,47
chr7,-,100837313,100852614,2
chr7,+,100868035,100868107,1
chr7,+,100969622,101018949,12
chr7,-,101014319,101017608,3
chr7,-,101014319,101017608,3
chr7,+,101020082,101058859,13
chr7,+,101020082,101058859,12
chr7,+,101159472,101159555,1
chr7,+,101299612,101301346,2
chr7,+,101308306,101311338,2
chr7,-,101562754,101569006,3
chr7,-,101565305,101569006,2
chr7,-,101565305,101569006,2
chr7,+,102293102,102293187,1
chr7,+,102363818,102380749,5
chr7,+,102363818,102380749,5
chr7,+,102363818,102380749,5
chr7,+,102363860,102426682,9
chr7,+,105014189,105114085,26
chr7,+,102465741,102465826,1
chr7,+,102471468,102471531,1
chr7,-,102678707,102748694,12
chr7,+,87152360,87196332,17
chr7,+,102748951,102809225,8
chr7,+,102748951,102809225,9
chr7,+,102748951,102809225,6
chr7,+,102748951,102809225,6
chr7,+,102748951,102809225,8
chr7,+,102748951,102809225,7
chr7,+,102748951,102809225,7
chr7,+,102748951,102809225,6
chr7,+,102748951,102809225,8
chr7,+,102748951,102850706,8
chr7,+,102748951,102850706,9
chr7,+,102748951,102850706,8
chr7,+,102748951,102850706,10
chr7,+,102748951,102850706,9
chr7,-,103175014,103280312,21
chr7,-,103175014,103280466,23
chr7,-,148807371,148884349,19
chr7,+,36997795,37013630,3
chr7,+,103445206,103514007,4
chr7,-,104796505,104804092,4
chr7,-,104798999,104804092,3
chr7,-,104894627,104926645,4
chr7,-,104981746,104991165,1
chr7,-,107656515,107661798,2
chr7,-,107742752,107743632,2
chr7,-,107742752,107744058,2
chr7,-,107742752,107744138,2
chr7,-,107742752,107744581,2
chr7,+,107168960,107202529,11
chr7,-,109959226,109960213,1
chr7,+,111808504,111821779,2
chr7,+,112618064,112620649,3
chr7,+,112618064,112620649,2
chr7,+,112622380,112708067,8
chr7,-,112762381,112790423,4
chr7,-,112954634,112995643,6
chr7,+,115078957,115126314,4
chr7,-,115123598,115231355,5
chr7,-,115581314,115581441,1
chr7,-,116275605,116286664,4
chr7,-,116275605,116286664,3
chr7,-,116275605,116286727,4
chr7,-,116563593,116614820,5
chr7,-,116952446,116954334,1
chr7,+,117020210,117020319,1
chr7,-,99027434,99144120,18
chr7,+,117182680,117209937,9
chr7,-,119619429,119907375,5
chr7,-,119704555,119907375,3
chr7,-,119750809,119907375,4
chr7,-,119786951,119907375,3
chr7,-,156680875,156893208,17
chr7,-,123452181,123532948,14
chr7,+,74289474,74405943,17
chr7,-,123452181,123534664,12
chr7,-,99923268,99929620,2
chr7,-,123614160,123624957,5
chr7,-,123790606,123790711,1
chr7,-,123790606,123790711,1
chr7,+,123994621,124027646,5
chr7,-,124337379,124352096,4
chr7,+,125184568,125379321,9
chr7,-,125229578,125264291,5
chr7,-,125229578,125264291,4
chr7,+,127215126,127229921,3
chr7,+,127215126,127229921,2
chr7,+,127476882,127485804,4
chr7,+,127997508,128000077,1
chr7,-,128297684,128307763,1
chr7,+,128866347,128872047,2
chr7,+,129126270,129127996,1
chr7,+,36389802,36453791,24
chr7,-,130365649,130367127,2
chr7,-,130393770,130441210,11
chr7,-,130487056,130491172,2
chr7,+,127593634,127601797,7
chr7,+,130543452,130546899,1
chr7,-,152134924,152436005,59
chr7,+,130913463,130921946,4
chr7,+,131910219,131948953,6
chr7,+,132260860,132264289,3
chr7,+,132648793,132728769,5
chr7,+,132758969,132760632,2
chr7,-,132784861,133082158,11
chr7,-,133099070,133108511,3
chr7,+,133290880,133290988,1
chr7,-,133800492,133824888,4
chr7,+,112450507,112477203,12
chr7,+,134986507,135135778,11
chr7,-,135206994,135207078,1
chr7,+,12687285,12690933,2
chr7,-,136898772,137164341,4
chr7,+,136903166,136903294,1
chr7,-,1152906,1160219,5
chr7,+,137953347,137957966,4
chr7,+,138123757,138123821,1
chr7,-,44565416,44574538,13
chr7,+,72879334,72951440,16
chr7,+,107660634,107717807,21
chr7,+,139340449,139346319,3
chr7,+,139340449,139346319,2
chr7,+,139340449,139346319,2
chr7,+,139341131,139423457,11
chr7,-,64974451,65006746,4
chr7,-,140023743,140063721,11
chr7,-,140518418,140602542,18
chr7,+,27242544,27247819,3
chr7,+,27242544,27247819,4
chr7,-,142268283,142272249,3
chr7,-,143062283,143063785,1
chr7,-,143255298,143286334,3
chr7,-,143379154,143381025,2
chr7,+,143382685,143382800,1
chr7,-,143510866,143512011,1
chr7,-,143642253,143647646,5
chr7,-,143811967,143836717,3
chr7,+,144195320,144299589,5
chr7,+,144195320,144312406,5
chr7,-,144238572,144355718,5
chr7,-,144250470,144251455,1
chr7,-,144250673,144251603,1
chr7,-,144258995,144286003,13
chr7,+,144299372,144300302,1
chr7,+,144299520,144300505,1
chr7,-,56080282,56092996,11
chr7,-,144451940,144738922,12
chr7,-,144451940,144835940,7
chr7,-,144451940,144836053,7
chr7,-,147080937,147097609,4
chr7,-,147378016,147378121,1
chr7,+,147671678,147673144,2
chr7,+,147671678,147673144,2
chr7,+,148941487,148941571,1
chr7,+,148963314,148963410,1
chr7,+,148983754,148983856,1
chr7,-,148987135,148987248,1
chr7,-,128954179,129055173,24
chr7,+,149262170,149284994,7
chr7,+,149265028,149284994,7
chr7,+,149285280,149297312,11
chr7,+,149872967,149880712,5
chr7,-,149881358,150047715,4
chr7,-,149881358,150047715,4
chr7,-,149881358,150047715,3
chr7,-,149881358,150221100,5
chr7,-,149881358,150221100,6
chr7,-,149881358,150221100,5
chr7,-,149881358,150221100,6
chr7,-,149881358,150221100,5
chr7,-,149881358,150221100,6
chr7,-,149881358,150323669,11
chr7,-,150243915,150323669,6
chr7,+,150405751,150412470,3
chr7,+,150716556,150743649,6
chr7,+,150716556,150743649,5
chr7,-,44143212,44189439,11
chr7,-,151190873,151205496,19
chr7,-,151381120,151410038,6
chr7,-,151381120,151410038,6
chr7,-,151381120,151410705,5
chr7,-,151381120,151410705,6
chr7,-,151428831,151440813,4
chr7,-,151433488,151433639,1
chr7,+,151877041,151879223,3
chr7,+,151956378,152019934,10
chr7,+,152759748,152855379,12
chr7,+,152759748,152855379,12
chr7,+,152759748,152855379,11
chr7,+,152759748,152855379,11
chr7,+,152759748,152855379,11
chr7,+,152759748,152855379,12
chr7,-,153399918,153412234,4
chr7,-,154055584,154060570,4
chr7,+,154928516,154946850,5
chr7,+,154928516,154949486,8
chr7,-,155067068,155071557,2
chr7,+,6031375,6036552,3
chr7,-,155641915,155644406,3
chr7,+,155961218,155968391,2
chr7,+,155962631,155968391,2
chr7,-,156437788,156445588,3
chr7,-,156472098,156603195,2
chr7,+,156540490,156541101,1
chr7,+,151341760,151378461,15
chr7,+,95485900,95540231,5
chr7,+,156643800,156677126,9
chr7,-,156669011,156893208,21
chr7,-,156680875,156893208,15
chr7,+,157006306,157007118,2
chr7,+,157010856,157016424,2
chr7,+,157466230,157499716,4
chr7,+,157854584,157866090,4
chr7,+,158590628,158591933,2
chr7,+,158591615,158591696,1
chr7,+,130486346,130506297,11
chr7,+,87152360,87196332,18
chr7,-,150949430,150955829,5
chr7,-,549196,727341,11
chr7,+,100148977,100154212,4
chr7,+,43583092,43627379,7
chr7,-,97852116,97872165,11
chr7,-,130393770,130441210,10
chr7,-,130393770,130441210,9
chr7,+,77798791,77924183,9
chr7,+,94394560,94431232,52
chr7,-,45080436,45088894,8
chr7,+,50304668,50369444,4
chr7,-,140453039,140479569,6
chr7,-,103374207,103443211,17
chr7,-,155799983,155809072,5
chr7,-,23101227,23105703,3
chr7,-,92560757,92590070,11
chr7,-,105116373,105269077,15
chr7,+,129375642,129430211,17
chr7,-,5926145,5970683,21
chr7,-,105116373,105389390,17
chr7,-,144451940,144836053,7
chr7,-,5475796,5513798,5
chr7,+,100219247,100221488,6
chr7,+,18495709,18668843,12
chr7,+,18495709,18668843,11
chr7,+,18495709,18668843,13
chr7,-,143510866,143512011,2
chr7,+,1709161,1747954,2
chr7,+,77122616,77295204,19
chr7,+,2558971,2614734,22
chr7,-,112819146,112939877,5
chr7,+,149715010,149734575,17
chr7,-,10931952,10940186,4
chr7,+,29479711,29514335,7
chr7,+,29197740,29514335,13
chr7,+,29194504,29514335,12
chr7,-,2906075,3043945,26
chr7,+,77537455,77640071,18
chr7,-,100107069,100119372,15
chr7,-,137227345,137343990,5
chr7,-,137227345,137268855,5
chr7,+,99828012,99866106,14
chr7,-,99027434,99144120,18
chr7,+,6009250,6023834,4
chr7,-,56114680,56116397,2
chr7,-,2537809,2555758,14
chr7,-,108147625,108456397,28
chr7,-,143353399,143362080,7
chr7,-,41960949,42237019,15
chr7,+,50308679,50405100,7
chr7,+,50308679,50405100,7
chr7,+,75493626,75504304,8
chr7,+,149126415,149183026,7
chr7,-,151238972,151277145,14
chr7,+,99616947,99632407,9
chr7,+,134527591,134541414,10
chr7,+,99472891,99487594,6
chr7,+,7566984,7607479,13
chr7,+,64794387,64833681,5
chr7,-,134289337,134317075,10
chr7,-,140695335,140697077,2
chr7,+,140177260,140179640,1
chr7,+,159008353,159026238,5
chr7,-,139025705,139036029,5
chr7,+,151409160,151413046,4
chr7,+,151409160,151413046,5
chr7,-,5495818,5495917,1
chr7,-,47774651,47948491,57
chr7,-,128310382,128343908,19
chr7,+,33129539,33606068,22
chr7,+,33129539,33636914,23
chr7,-,88276428,88306913,5
chr7,-,45723786,45769018,13
chr7,+,815556,843872,6
chr7,-,497259,519844,6
chr7,-,82754004,83162881,25
chr7,+,128739291,128773423,8
chr7,-,93885396,93890991,5
chr7,+,128641240,128660998,5
chr7,-,142240736,142247067,11
chr7,-,96120219,96322147,17
chr7,+,16646133,16706523,11
chr7,+,139133743,139191986,18
chr7,-,44144270,44159282,11
chr7,+,6009250,6023834,3
chr7,+,6009250,6023834,4
chr7,+,23680113,23702650,6
chr7,-,126438597,127243515,11
chr7,-,78017056,79453574,21
chr7,+,98281666,98292963,3
chr7,-,143851367,143902079,9
chr7,-,1815791,2232948,18
chr7,+,73433778,73436120,1
chr7,+,103297425,103314686,13
chr7,+,116862508,116919259,10
chr7,+,72890626,72948304,14
chr7,+,55887276,55942226,7
chr7,-,121348850,121396368,10
chr7,+,6590020,6608726,6
chr7,+,99558421,99564705,5
chr7,+,100733625,100797797,48
chr7,+,127651988,128092609,24
chr7,+,128791995,128822133,18
chr7,+,150852476,150861291,5
chr7,+,35800985,35907105,12
chr7,-,135165779,135170524,4
chr7,+,130266862,130289797,11
chr7,+,127588351,127591705,6
chr7,+,139133743,139191986,18
chr7,+,76424954,76442071,8
chr7,+,66114817,66154566,3
chr7,-,108470421,108526318,11
chr7,+,86643913,86864876,6
chr7,+,7640635,7879220,4
chr7,+,7640635,7879220,5
chr7,+,7640635,7879220,4
chr7,-,12330884,12403941,27
chr7,-,12330884,12403941,27
chr7,+,33129539,33606068,23
chr7,+,114414996,114693772,18
chr7,+,114426501,114654143,9
chr7,+,114414996,114693772,18
chr7,+,102285061,102321711,9
chr7,-,97852116,97872542,11
chr7,+,2679521,2716529,7
chr7,-,103312473,103344873,15
chr7,+,24573345,24693703,13
chr7,+,151028421,151047782,15
chr7,+,151028421,151047782,16
chr7,+,151028421,151047782,17
chr7,-,151076620,151080883,10
chr7,-,56080282,56092996,10
chr7,-,21900898,21945924,10
chr7,-,128392276,128409982,17
chr7,-,95297675,95324706,9
chr7,+,24573345,24693703,12
chr7,+,143284898,143288049,4
chr7,+,143284949,143288049,3
chr7,-,14145048,14974777,26
chr7,-,13891230,13990017,12
chr7,-,44833613,44848126,5
chr7,-,32868165,32891856,4
chr7,-,2728105,2844325,4
chr7,+,100373444,100400099,5
chr7,-,44512535,44541315,19
chr7,+,139359845,139423457,11
chr7,+,107563956,107578523,8
chr7,+,32495425,32588741,16
chr7,+,114414996,114693772,17
chr7,+,99558421,99564705,3
chr7,+,142770942,142774564,6
chr7,-,73440397,73522285,20
chr7,-,99705036,99735200,13
chr7,+,6009250,6023834,5
chr7,+,6009250,6023834,5
chr7,-,106090367,106112647,6
chr7,+,87934142,88202889,32
chr7,+,87934142,88202889,32
chr7,-,108562143,108569768,3
chr7,+,76480509,76505995,8
chr7,+,76461654,76505995,10
chr7,+,143284898,143288049,5
chr7,+,143284898,143288049,4
chr7,+,18495709,18668843,11
chr7,-,44144270,44189439,10
chr7,-,138594284,138679045,15
chr7,+,102748951,102809225,8
chr7,-,117276630,117323289,5
chr7,+,38341576,38378637,4
chr7,+,64313872,64356634,4
chr7,-,28953357,28958413,1
chr7,-,44144270,44146633,3
chr7,+,27200420,27207259,3
chr7,-,102579645,102616758,21
chr7,+,151232488,151238827,4
chr7,+,130486174,130506297,12
chr7,+,98212253,98212959,1
chr7,+,6374494,6403967,7
chr7,-,8113184,8262612,14
chr7,+,106865478,106908978,11
chr7,+,90211685,90237678,5
chr7,+,123925231,123960046,5
chr7,+,150800765,150805120,7
chr7,-,50437319,50450406,3
chr7,+,20647342,20660394,6
chr7,-,93424486,93574730,16
chr7,+,2688201,2765125,7
chr7,-,21900898,21945924,9
chr7,+,99438939,99457377,8
chr7,-,138594284,138664224,13
chr7,-,105456500,105508520,16
chr7,+,99439375,99457377,8
chr7,+,99438939,99457377,7
chr7,+,95772505,96098424,16
chr7,-,124822385,124929983,19
chr7,+,87934142,88202889,30
chr7,+,143959926,143961015,1
chr7,+,26152226,26187136,4
chr7,-,94585223,94656209,12
chr7,-,129774692,129774769,1
chr7,-,135165779,135170826,4
chr7,+,135231978,135258492,9
chr7,-,66987676,66995696,5
chr7,+,29565532,29567295,2
chr7,+,29563810,29567295,2
chr7,+,37683774,37743821,4
chr7,+,5282929,5304073,11
chr7,-,108562143,108569453,3
chr7,+,87934142,88182113,29
chr7,+,76461654,76505995,12
chr7,+,75878991,75888926,6
chr7,-,50437319,50450406,4
chr7,-,64524655,64563127,4
chr7,+,143132080,143139741,4
chr7,+,93232339,93276425,12
chr7,+,12570576,12653603,16
chr7,-,87402044,87475703,28
chr7,+,129434432,129488398,21
chr7,+,74657664,74760692,33
chr7,-,44144270,44146144,3
chr7,+,100336078,100341328,4
chr7,-,86876905,87040234,21
chr7,+,5045820,5069488,6
chr7,+,103347523,103362467,5
chr7,-,49937427,50093264,8
chr7,+,16646133,16706523,12
chr7,+,123845168,123877477,5
chr7,+,120273667,120750333,6
chr7,+,155382075,155401782,3
chr7,-,108147625,108456397,29
chr7,-,108147625,108456397,30
chr7,-,108147625,108456397,31
chr7,-,12330884,12403941,29
chr7,+,100015551,100041689,7
chr7,+,105532080,105567684,14
chr7,+,12686826,12690933,2
chr7,-,76533693,76540386,6
chr7,+,6754108,6798765,21
chr7,+,2688201,2716529,6
chr7,+,35800985,35907105,13
chr7,+,2517862,2528429,9
chr7,+,56051684,56063989,14
chr7,+,28435614,28825894,11
chr7,-,10449819,10779944,3
chr7,-,93188540,93219595,8
chr7,-,103352729,103446177,19
chr7,+,100148898,100154212,5
chr7,+,100148898,100154212,4
chr7,-,96481625,96709760,5
chr7,-,96481625,96709775,6
chr7,-,96481625,96709775,7
chr7,+,44044639,44061716,13
chr7,-,96481625,96709775,7
chr7,+,18495709,18668843,13
chr7,+,18495709,18668843,12
chr7,+,18495709,18668843,12
chr7,-,155799983,155809072,5
chr7,+,99472891,99487594,4
chr7,-,5970925,6009106,14
chr7,+,18495709,18668843,12
chr7,-,5970925,6009106,15
chr7,+,18495709,18668843,12
chr7,-,148807371,148884349,20
chr7,-,97852116,97972358,19
chr7,-,5970925,6009028,15
chr7,-,5970925,6009106,14
chr7,+,99472891,99482325,3
chr7,+,99472891,99487594,7
chr7,-,92198968,92246100,17
chr7,-,97966407,97972358,4
chr7,-,97966407,97972358,3
chr7,-,43639246,43729541,7
chr7,-,43639246,43729541,8
chr7,+,18495709,18668843,11
chr7,-,5970925,6009106,14
chr7,-,43639246,43729541,8
chr7,-,5970925,6009106,13
chr7,+,18495709,18668843,13
chr7,+,18495709,19002414,26
chr7,+,152759748,152855379,11
chr7,-,5970925,6009028,15
chr7,-,5970925,6009106,15
chr7,-,5970925,6009106,15
chr7,-,5970925,6009106,13
chr7,-,4905988,4959213,8
chr7,-,31783512,32071436,18
chr7,-,31751178,32071436,19
chr7,-,996986,1028432,5
chr7,-,1111454,1138257,3
chr7,-,5970925,6009106,15
chr7,-,5970925,6009106,15
chr7,-,156680875,156893208,18
chr7,-,156680875,156893208,17
chr7,-,996986,1138257,6
chr7,-,5527145,5530709,6
chr7,+,129502478,129512932,2
chr7,+,100428789,100434126,5
chr7,+,100428789,100434126,5
chr7,+,100428789,100434126,5
chr7,-,87196161,87220352,5
chr7,-,100620415,100633650,15
chr7,+,16526879,16581489,9
chr7,-,2537809,2555758,15
chr7,+,99374674,99394781,10
chr7,+,128386681,128392347,3
chr7,+,128386681,128392347,2
chr7,+,26360883,26374329,5
chr7,+,26291894,26374329,7
chr7,+,27740094,27829767,16
chr7,-,44217149,44325631,20
chr7,+,99598065,99611045,6
chr7,+,28299320,28825894,10
chr7,+,101815903,102283958,23
chr7,-,1434358,1459473,17
chr7,-,149764181,149773479,5
chr7,-,93188540,93219595,9
chr7,-,105116373,105388930,16
chr7,-,105116373,105269077,15
chr7,-,44833613,44848126,4
chr7,-,44833613,44848126,4
chr7,-,20134655,20217390,7
chr7,+,44000889,44010124,7
chr7,-,100092727,100100780,14
chr7,-,33094797,33109390,6
chr7,-,127370042,127392724,6
chr7,-,16859405,16881989,8
chr7,+,100126693,100128498,2
chr7,+,102650324,102661400,9
chr7,-,137874978,138002101,12
chr7,+,31553001,31656502,13
chr7,-,151148588,151167548,2
chr7,-,117276630,117323289,5
chr7,-,50437319,50450406,4
chr7,-,92468379,92477915,2
chr7,+,77538034,77640071,17
chr7,+,77538034,77640071,18
chr7,+,1088047,1093815,2
chr7,+,74027788,74069906,32
chr7,+,151086421,151123638,9
chr7,+,141708352,141731271,12
chr7,+,77696425,77779803,8
chr7,+,33129539,33606068,23
chr7,-,4905988,4959213,7
chr7,+,120989390,121261918,18
chr7,+,102433529,102456821,4
chr7,-,155501257,155533844,4
chr7,-,80458634,80512009,8
chr7,+,66114817,66154566,5
chr7,+,27740094,27829767,17
chr7,-,16087526,16421322,10
chr7,-,16087526,16421322,9
chr7,-,150791287,150800533,6
chr7,-,150791287,150800533,7
chr7,-,150791287,150800533,7
chr7,-,6461080,6484218,4
chr7,+,149872967,149880712,3
chr7,-,4905988,4959213,7
chr7,-,36324149,36390125,7
chr7,+,100612429,100615377,6
chr7,+,100612490,100615377,5
chr7,+,100612101,100615377,6
chr7,-,92560757,92590394,12
chr7,+,1232381,1237326,3
chr7,-,121348850,121396368,10
chr7,+,138797993,138806026,3
chr7,+,102973436,102978667,3
chr7,-,7358612,7535829,35
chr7,+,55019031,55168635,16
chr7,+,55019031,55156951,10
chr7,+,55019031,55171045,16
chr7,+,99558421,99576456,4
chr7,+,33129539,33606068,22
chr7,+,33129539,33606068,22
chr7,+,128937936,128950042,9
chr7,+,128937936,128950042,9
chr7,+,128940669,128950042,9
chr7,-,102579645,102616758,20
chr7,-,132383487,132576564,4
chr7,+,4129684,4268999,20
chr7,+,134549096,134579840,12
chr7,+,29806553,29917066,9
chr7,+,102551231,102562310,9
chr7,+,94656324,94669694,2
chr7,+,94656324,94669694,2
chr7,+,23105733,23126050,5
chr7,-,141656727,141702153,9
chr7,-,5926145,5970683,21
chr7,-,95404861,95435072,9
chr7,-,1567333,1570032,3
chr7,+,129434432,129483631,20
chr7,-,115935147,116030813,7
chr7,-,151556114,151814871,16
chr7,-,50458435,50565457,15
chr7,+,90346664,90391455,8
chr7,-,44114679,44123570,11
chr7,+,74027788,74069906,31
chr7,+,74027788,74069906,30
chr7,-,144451940,144836053,8
chr7,+,64666082,64711582,5
chr7,-,144397239,144410227,10
chr7,+,1086806,1093815,3
chr7,+,90245173,90311063,23
chr7,+,90213819,90237678,7
chr7,+,90211859,90237678,6
chr7,-,36852905,36985112,7
chr7,+,75878991,75888926,5
chr7,+,75878991,75888926,4
chr7,+,139523927,139544991,5
chr7,-,99458160,99466201,3
chr7,-,43875893,43926411,6
chr7,-,43875893,43907069,6
chr7,+,2519844,2529176,8
chr7,+,2519844,2528429,8
chr7,+,152759748,152855379,10
chr7,+,153887096,154894290,26
chr7,+,48035510,48061297,9
chr7,-,35202429,35254100,8
chr7,-,6329408,6348959,2
chr7,-,122318423,122886759,28
chr7,+,23105733,23175419,11
chr7,-,108147625,108240170,30
chr7,+,5214268,5233855,10
chr7,+,5190203,5233855,12
chr7,+,5190203,5233855,13
chr7,+,73667843,73672110,4
chr7,+,74027788,74069906,32
chr7,-,44062726,44065587,3
chr7,-,964849,975599,3
chr7,+,45027633,45076470,10
chr7,-,47987148,48029119,10
chr7,+,5282929,5304073,11
chr7,+,66075846,66093342,15
chr7,+,66075846,66093342,16
chr7,-,30496620,30504841,4
chr7,-,93188540,93226524,10
chr7,-,122301308,122304511,4
chr7,-,108883974,108884587,2
chr7,+,29479711,29514335,7
chr7,-,38259642,38273647,4
chr7,-,131500261,131556617,9
chr7,+,56064223,56080672,8
chr7,+,56064223,56080672,6
chr7,-,99876061,99877033,1
chr7,-,100888722,100889718,1
chr7,+,94656324,94669694,2
chr7,+,44044639,44061716,13
chr7,-,33014112,33062797,10
chr7,-,92198968,92246100,17
chr7,+,99472891,99482325,4
chr7,+,75092555,75149817,16
chr7,-,151238972,151276734,14
chr7,-,151238972,151248663,13
chr7,+,139341131,139346319,2
chr7,-,31751178,32299404,19
chr7,-,31751178,32070862,18
chr7,-,31783512,32070862,17
chr7,-,139452691,139483711,5
chr7,-,73736094,73738867,5
chr7,-,73312535,73328082,7
chr7,+,26398568,26399652,2
chr7,+,26398568,26501948,7
chr7,+,26398568,26501948,8
chr7,+,26398568,26540950,7
chr7,+,26398568,26540950,6
chr7,+,26398568,26540950,6
chr7,+,26398568,26540950,5
chr7,+,5045820,5073223,6
chr7,-,101195730,101201021,7
chr7,+,100358002,100367831,4
chr7,-,103352729,103446177,10
chr7,-,103352729,103446177,15
chr7,-,103352729,103446177,20
chr7,-,5620040,5781730,17
chr7,+,34658284,34849978,9
chr7,+,100373444,100400099,6
chr7,-,94367211,94392192,6
chr7,-,30424526,30478866,15
chr7,-,69594803,69597624,2
chr7,+,150041354,150045372,2
chr7,-,144266673,144269299,1
chr7,-,135729597,135748846,4
chr7,-,102473100,102478934,4
chr7,+,130141730,130142618,2
chr7,+,130141730,130142618,2
chr7,+,151806661,151810820,3
chr7,-,122701665,122702967,1
chr7,+,144183454,144186080,1
chr7,+,120950762,120956980,5
chr7,+,155297771,155310235,4
chr7,+,155297771,155310235,6
chr7,-,5620040,5781730,17
chr7,+,34658284,34878332,9
chr7,-,20782273,20786889,3
chr7,+,114922153,115019916,5
chr7,+,30911693,30925517,4
chr7,-,19113047,19117672,3
chr7,+,116499600,116508541,2
chr7,-,1532452,1534880,1
chr7,-,5426282,5428927,1
chr7,+,10702675,10707538,2
chr7,-,69594803,69597624,3
chr7,-,69594803,69597624,3
chr7,-,102812860,103074568,20
chr7,-,128850161,128862626,4
chr7,-,22419443,22500282,5
chr7,-,72959476,72969466,5
chr7,+,75395628,75405613,5
chr7,-,117542520,117564676,3
chr7,-,140732563,140924928,18
chr7,+,116953847,116959817,5
chr7,+,128672265,128687872,5
chr7,-,124777291,124790810,4
chr7,+,28685980,28825894,7
chr7,+,99558824,99576456,3
chr7,+,99558824,99564705,3
chr7,+,140404042,140426250,4
chr7,+,143571800,143574387,1
chr7,+,102912896,102945109,4
chr7,-,64990354,65006746,2
chr7,+,136869084,137017024,3
chr7,+,136869084,137017024,4
chr7,+,136868651,137017024,4
chr7,+,136869236,137017024,2
chr7,+,136869245,137017024,3
chr7,+,136868651,137017024,3
chr7,+,136869121,137017024,5
chr7,+,144109582,144110539,1
chr7,-,144258695,144259628,1
chr7,-,144231910,144232843,1
chr7,+,144318124,144319057,1
chr7,+,144003996,144004932,1
chr7,+,143935232,143936186,1
chr7,+,144095107,144096040,1
chr7,+,144074219,144075152,1
chr7,-,71779490,72337223,6
chr7,+,100307701,100322196,11
chr7,-,100456614,100464271,3
chr7,-,15200317,15562015,13
chr7,-,144231910,144232843,1
chr7,+,144318124,144319057,1
chr7,+,143052340,143053282,1
chr7,+,144129112,144130045,1
chr7,-,143026199,143027132,1
chr7,+,141918875,141919820,1
chr7,+,44606521,44676596,9
chr7,-,99458160,99466201,3
chr7,-,99458160,99466201,4
chr7,-,51016211,51316861,12
chr7,-,55793543,55862789,10
chr7,-,105565107,105581542,5
chr7,-,105566324,105581542,4
chr7,-,105565107,105581542,4
chr7,-,105566324,105581542,3
chr7,-,105565107,105581542,5
chr7,+,135662472,135676412,3
chr7,-,19695461,19709037,4
chr7,-,1815791,2232948,19
chr7,-,1815791,2232948,19
chr7,-,45912244,45921272,5
chr7,-,54752246,54759246,4
chr7,-,149102785,149126346,4
chr7,+,35800985,35907105,13
chr7,+,143381266,143391111,10
chr7,-,81750899,81770198,5
chr7,-,81742690,81770198,8
chr7,-,81699007,81770198,18
chr7,-,81742690,81770198,8
chr7,+,48924560,48927454,1
chr7,+,107580758,107623317,8
chr7,-,44983022,44986696,4
chr7,-,44983022,44986696,4
chr7,-,44983022,44986696,5
chr7,-,44983022,44986696,3
chr7,+,41693918,41713194,3
chr7,+,41693918,41779378,4
chr7,+,149776041,149833964,108
chr7,+,102286862,102321711,9
chr7,+,102286862,102321711,9
chr7,+,102289500,102321711,9
chr7,+,102289500,102321711,9
chr7,-,135387069,135510127,11
chr7,+,112423143,112477203,13
chr7,+,23246696,23275110,11
chr7,-,33014112,33062821,9
chr7,-,50590062,50793462,17
chr7,-,50590062,50732353,15
chr7,-,50590062,50705301,16
